mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,44.48676109313965,30.017733573913574,13.437509536743164
mps-uncap,0.9,109.76040363311768,114.53688144683838,19.892573356628418
mps-uncap,1.0,1256.899356842041,579.7719955444336,351.87506675720215
mps-uncap,0.5,22.634506225585938,18.39470863342285,11.301994323730469
mps-uncap,0.6,27.28271484375,19.924163818359375,11.24274730682373
mps-uncap,0.7,33.79333019256592,22.566556930541992,11.66391372680664
mps-uncap,0.1,23.802518844604492,23.845672607421875,12.366294860839844
mps-uncap,0.2,21.1184024810791,18.851041793823242,12.315750122070312
mps-uncap,0.3,21.04640007019043,18.25857162475586,12.146592140197754
mps-uncap,0.4,22.069334983825684,18.085241317749023,11.705875396728516
