mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,19.431352615356445,9.976625442504883,4.828214645385742
mps-uncap,0.9,19.440174102783203,9.679794311523438,4.731178283691406
mps-uncap,1.0,19.60015296936035,9.966373443603516,4.905939102172852
mps-uncap,0.5,19.49143409729004,9.879350662231445,4.7855377197265625
mps-uncap,0.6,19.507884979248047,9.767293930053711,4.6844482421875
mps-uncap,0.7,19.514799118041992,9.691476821899414,4.774808883666992
mps-uncap,0.1,19.43659782409668,9.989023208618164,5.019903182983398
mps-uncap,0.2,19.468307495117188,10.064840316772461,4.915714263916016
mps-uncap,0.3,19.4547176361084,10.00666618347168,4.870891571044922
mps-uncap,0.4,19.443750381469727,9.874582290649414,4.782915115356445
