mode,load,0_squeezenet1_0-16,1_squeezenet1_1-16,2_squeezenet1_1-8
mps-uncap,0.8,29.77690696716308,19.49489116668701,16.210889816284194
mps-uncap,0.9,38.86863946914676,42.04123973846437,23.13761234283444
mps-uncap,1.0,242.22177028656,294.2872810363769,247.36557006835938
mps-uncap,0.5,8.374643325805666,6.6891098022461,5.710272789001466
mps-uncap,0.6,11.48144006729127,9.139752388000463,6.60783052444458
mps-uncap,0.7,18.892288208007777,14.07201290130614,9.867022037506109
mps-uncap,0.1,2.855386734008789,2.7205944061279297,2.341294288635256
mps-uncap,0.2,3.325426578521728,2.8385639190673775,2.7360439300537003
mps-uncap,0.3,4.208531379699708,3.90756368637085,3.561079502105713
mps-uncap,0.4,6.625843048095697,5.185451507568384,4.183750152587893
