mode,load,0_squeezenet1_0-16,1_squeezenet1_1-16,2_squeezenet1_1-8
mps-uncap,0.8,16.209840774536122,12.05587387084961,9.597539901733398
mps-uncap,0.9,23.21896553039551,20.86944580078126,13.484001159667969
mps-uncap,1.0,151.63249969482422,160.9257698059082,118.743896484375
mps-uncap,0.5,7.157087326049805,5.844664573669438,5.089712142944337
mps-uncap,0.6,8.591151237487795,7.126331329345703,5.65791130065918
mps-uncap,0.7,11.672735214233393,9.160995483398438,6.915926933288574
mps-uncap,0.1,3.849935531616212,3.5223960876464844,3.1464099884033203
mps-uncap,0.2,4.320144653320313,3.968477249145508,3.3469200134277344
mps-uncap,0.3,5.011606216430665,4.360771179199218,3.8439035415649414
mps-uncap,0.4,6.18314743041992,4.980039596557618,4.325675964355469
