mode,load,0_squeezenet1_0-16,1_squeezenet1_1-16,2_squeezenet1_1-8
mps-uncap,0.8,69.56076622009277,36.57269477844238,29.064178466796875
mps-uncap,0.9,76.35712623596191,77.95071601867676,46.822309494018555
mps-uncap,1.0,283.6039066314697,348.2668399810791,272.50123023986816
mps-uncap,0.5,17.062902450561523,15.039682388305664,10.07986068725586
mps-uncap,0.6,24.22499656677246,25.401592254638672,16.872167587280273
mps-uncap,0.7,39.83497619628906,25.716066360473633,20.527124404907227
mps-uncap,0.1,3.917217254638672,4.539251327514648,3.445863723754883
mps-uncap,0.2,6.433010101318359,8.580684661865234,6.123065948486328
mps-uncap,0.3,9.093761444091797,5.726814270019531,6.517648696899414
mps-uncap,0.4,14.612436294555664,9.912490844726562,8.537054061889648
