mode,load,0_squeezenet1_0-16,1_squeezenet1_1-16,2_squeezenet1_1-8
mps-uncap,0.8,12.050724029541005,8.195161819458008,6.517887115478516
mps-uncap,0.9,18.90058517456055,16.787004470825195,10.14697551727295
mps-uncap,1.0,146.88229560852054,156.43205642700195,114.65919017791748
mps-uncap,0.5,3.3620834350585946,2.6679754257202153,2.3536920547485365
mps-uncap,0.6,4.667377471923828,3.6916732788085938,2.8612613677978516
mps-uncap,0.7,7.659006118774413,5.623579025268555,3.88798713684082
mps-uncap,0.1,0.06961822509765625,0.06604194641113281,0.07343292236328125
mps-uncap,0.2,0.7352352142334015,0.26106834411621094,0.4489421844482422
mps-uncap,0.3,1.7374038696289074,1.3592720031738281,1.1262893676757812
mps-uncap,0.4,2.725410461425781,2.1530866622924822,1.6885757446289067
