mode,load,0_squeezenet1_0-16,1_squeezenet1_1-16,2_squeezenet1_1-8
mps-uncap,0.8,6.359100341796875,4.548788070678711,3.8013458251953125
mps-uncap,0.9,8.321762084960938,6.99305534362793,4.737496376037598
mps-uncap,1.0,70.38736343383789,56.77175521850586,21.787405014038086
mps-uncap,0.5,3.896951675415039,3.2219886779785156,2.783536911010742
mps-uncap,0.6,4.320740699768066,3.7338733673095703,2.9397010803222656
mps-uncap,0.7,4.729986190795898,4.189491271972656,3.2510757446289062
mps-uncap,0.1,3.0927658081054688,2.7930736541748047,2.682209014892578
mps-uncap,0.2,3.10516357421875,2.72369384765625,2.5882720947265625
mps-uncap,0.3,3.282308578491211,2.772808074951172,2.559185028076172
mps-uncap,0.4,3.5943984985351562,2.8530359268188477,2.613067626953125
