mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,3.720402717590332,8.162260055541992,36.019325256347656
mps-uncap,0.9,28.688907623291016,29.880046844482422,117.61748790740967
mps-uncap,1.0,436.6593360900879,389.66989517211914,411.6325378417969
mps-uncap,0.5,0.05817413330078125,0.05793571472167969,0.06306171417236328
mps-uncap,0.6,0.05888938903808594,0.05793571472167969,4.69970703125
mps-uncap,0.7,0.06496906280517578,0.062465667724609375,30.97057342529297
mps-uncap,0.1,0.06091594696044922,0.06198883056640625,0.0667572021484375
mps-uncap,0.2,0.06389617919921875,0.06079673767089844,0.06282329559326172
mps-uncap,0.3,0.05936622619628906,0.05936622619628906,0.06222724914550781
mps-uncap,0.4,0.06031990051269531,0.05817413330078125,0.06937980651855469
