mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,0.012159347534179688,0.011920928955078125,0.017881393432617188
mps-uncap,0.9,0.013113021850585938,0.01430511474609375,0.017881393432617188
mps-uncap,1.0,0.012636184692382812,0.012636184692382812,0.02002716064453125
mps-uncap,0.5,0.013113021850585938,0.011920928955078125,0.017881393432617188
mps-uncap,0.6,0.011920928955078125,0.01239776611328125,0.017642974853515625
mps-uncap,0.7,0.012636184692382812,0.0133514404296875,0.0171661376953125
mps-uncap,0.1,0.013828277587890625,0.013828277587890625,0.026941299438476562
mps-uncap,0.2,0.013113021850585938,0.019550323486328125,0.017642974853515625
mps-uncap,0.3,0.012159347534179688,0.013113021850585938,0.017404556274414062
mps-uncap,0.4,0.01239776611328125,0.012874603271484375,0.023126602172851562
