mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,36.3997220993042,47.00064659118652,94.14196014404297
mps-uncap,0.9,59.98420715332031,67.46625900268555,178.50792407989502
mps-uncap,1.0,467.49091148376465,434.82279777526855,475.70037841796875
mps-uncap,0.5,16.919851303100586,18.41425895690918,57.44445323944092
mps-uncap,0.6,25.708794593811035,32.33075141906738,62.81483173370361
mps-uncap,0.7,32.509684562683105,40.23885726928711,89.6080732345581
mps-uncap,0.1,16.44754409790039,24.07681941986084,48.425912857055664
mps-uncap,0.2,16.59560203552246,23.55504035949707,50.49633979797363
mps-uncap,0.3,16.849040985107422,20.499706268310547,51.85890197753906
mps-uncap,0.4,16.862154006958008,18.37015151977539,55.91249465942383
