mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,40.82463979721069,52.25980281829834,65.9234619140625
mps-uncap,0.9,43.7123966217041,51.10429763793945,66.24861240386963
mps-uncap,1.0,44.10158157348633,50.72335243225098,66.68812751770018
mps-uncap,0.5,40.0304651260376,50.30468940734863,64.16149139404295
mps-uncap,0.6,40.29481649398804,51.26476287841797,65.05416631698608
mps-uncap,0.7,40.51308631896971,52.49414443969728,65.55320739746094
mps-uncap,0.1,38.76656532287597,42.62602806091312,57.673516273498535
mps-uncap,0.2,39.2451286315918,42.132391929626465,58.704776763916016
mps-uncap,0.3,40.052433013915994,45.96350669860839,60.93642234802245
mps-uncap,0.4,38.74405860900879,49.276838302612305,63.428926467895494
