mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,136.45963668823242,271.7008495330811,240.66588878631592
mps-uncap,0.9,357.15286254882784,289.2369651794433,555.580804347992
mps-uncap,1.0,1990.5291175842285,1391.4220523834224,1835.7494544982906
mps-uncap,0.5,43.108844757080085,61.68441295623775,127.72413253784174
mps-uncap,0.6,73.3685874938965,161.0715389251709,198.1571316719058
mps-uncap,0.7,93.76176834106442,126.21088027954109,372.95225143432623
mps-uncap,0.1,18.00232887268054,19.499378204345703,38.31897735595703
mps-uncap,0.2,16.487598419189453,23.85479688644408,41.207911968231194
mps-uncap,0.3,29.80781555175778,27.76411533355712,111.17509841918931
mps-uncap,0.4,45.4165887832637,44.94644165039066,141.56412124633772
