mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,27.85336971282959,34.63578224182129,58.70199203491211
mps-uncap,0.9,31.885385513305664,39.687156677246094,62.18516826629639
mps-uncap,1.0,35.295844078063965,43.78867149353027,65.06776809692383
mps-uncap,0.5,13.681173324584961,16.10589027404785,53.69758605957031
mps-uncap,0.6,16.625642776489258,18.29051971435547,55.16040325164795
mps-uncap,0.7,26.734232902526855,33.63776206970215,57.77895450592041
mps-uncap,0.1,16.347050666809082,23.87523651123047,48.345327377319336
mps-uncap,0.2,16.4797306060791,23.081302642822266,48.693299293518066
mps-uncap,0.3,16.579508781433105,18.242478370666504,50.214290618896484
mps-uncap,0.4,16.18194580078125,17.75336265563965,52.87289619445801
