mode,load,0_densenet121-16,1_efficientnet_b6-4,2_efficientnet_b7-32
mps-uncap,0.8,51.92191600799561,81.78911209106457,142.95315742492676
mps-uncap,0.9,182.21721649169922,179.39071655273446,399.88896846771246
mps-uncap,1.0,1706.5780639648438,1109.9312782287598,1400.298547744751
mps-uncap,0.5,17.53053665161133,17.361927032470707,56.61857128143311
mps-uncap,0.6,28.469634056091312,38.50722312927246,96.07279300689697
mps-uncap,0.7,44.34812068939207,53.90119552612305,156.8713903427124
mps-uncap,0.1,0.07390975952148438,0.0726938247680664,19.50783729553227
mps-uncap,0.2,0.07772445678710938,0.07483959197998048,5.417203903198247
mps-uncap,0.3,9.102845191955568,8.597946166992205,38.65151405334473
mps-uncap,0.4,11.186265945434577,9.24139022827149,52.07509994506839
