mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,1.0,0.000476837158203125,0.00667572021484375,0.0007152557373046875
mig,1.0,0.003337860107421875,0.005245208740234375,0.000476837158203125
