mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,1.0,51.32269859313965,3.3447742462158203,15.396595001220703
mig,1.0,20.638465881347656,1.4910697937011719,41.50831699371338
