mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,1.0,618.9614328810734,517.3404238796356,1009.5299688305189
mig,1.0,1541.2881190000435,1326.9920667824567,384.75633582841124
