mode,load,0_inception_v3-32,1_alexnet-2,2_vgg19-16
mps-uncap,1.0,51.32293701171875,3.3447742462158203,15.396833419799805
mig,1.0,20.638465881347656,1.4913082122802734,41.50843620300293
