mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_resnet152-2
mps-uncap,0.8,73.62532615661621,1645.0035572052002,80.88564872741699
mps-uncap,0.9,129.011869430542,5866.892099380493,715.012788772583
mps-uncap,1.0,1230.065107345581,8315.670251846313,5437.539577484131
mps-uncap,0.5,26.494264602661133,7.45081901550293,20.439624786376953
mps-uncap,0.6,38.77997398376465,9.437084197998047,19.049406051635742
mps-uncap,0.7,50.74477195739746,21.859049797058105,33.00309181213379
mps-uncap,0.1,29.86454963684082,9.046316146850586,23.50795269012451
mps-uncap,0.2,23.058652877807617,7.960081100463867,17.806053161621094
mps-uncap,0.3,25.30050277709961,6.726622581481934,16.52669906616211
mps-uncap,0.4,25.130152702331543,6.504058837890625,18.2187557220459
