mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_resnet152-2
mps-uncap,0.8,21.952390670776367,4.033565521240234,13.103723526000977
mps-uncap,0.9,22.41969108581543,4.003047943115234,13.100624084472656
mps-uncap,1.0,22.77088165283203,4.051923751831055,13.221502304077148
mps-uncap,0.5,20.72930335998535,4.029989242553711,13.10276985168457
mps-uncap,0.6,20.59793472290039,4.067420959472656,13.283252716064453
mps-uncap,0.7,20.999908447265625,4.028558731079102,13.052940368652344
mps-uncap,0.1,21.460294723510742,4.082679748535156,13.295173645019531
mps-uncap,0.2,20.440340042114258,4.074335098266602,13.351202011108398
mps-uncap,0.3,20.456552505493164,4.0302276611328125,12.96854019165039
mps-uncap,0.4,20.43914794921875,4.03285026550293,13.362646102905273
