mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_resnet152-2
mps-uncap,0.8,232.16085433959958,3330.439233779907,265.1786088943482
mps-uncap,0.9,382.1415901184082,10532.114744186401,1575.7481813430786
mps-uncap,1.0,3079.693937301636,14922.23482131958,9699.142837524414
mps-uncap,0.5,56.505560874938965,18.25871467590332,42.07634925842285
mps-uncap,0.6,86.97540760040285,24.458217620849616,40.636396408081055
mps-uncap,0.7,143.78919601440433,69.14598941802977,86.02235317230225
mps-uncap,0.1,34.914541244506836,13.991022109985353,30.66411018371582
mps-uncap,0.2,37.01353073120117,13.951539993286133,26.94568634033203
mps-uncap,0.3,44.12713050842285,12.262630462646486,27.801561355590824
mps-uncap,0.4,47.88250923156739,12.661457061767583,31.295871734619148
