mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_resnet152-2
mps-uncap,0.8,25.222420692443848,4.642486572265625,20.525455474853516
mps-uncap,0.9,25.292634963989258,4.740238189697266,20.89846134185791
mps-uncap,1.0,25.333881378173828,4.796743392944336,21.010875701904297
mps-uncap,0.5,24.09183979034424,4.418134689331055,14.700174331665039
mps-uncap,0.6,26.237130165100098,4.488229751586914,14.645576477050781
mps-uncap,0.7,24.83081817626953,4.493236541748047,19.26732063293457
mps-uncap,0.1,24.788618087768555,8.937597274780273,23.170828819274902
mps-uncap,0.2,22.522687911987305,7.101297378540039,15.888452529907227
mps-uncap,0.3,24.174094200134277,5.007147789001465,14.774560928344727
mps-uncap,0.4,23.479461669921875,4.543781280517578,14.988183975219727
