mode,load,0_efficientnet_b6-16,1_mobilenet_v3_small-8,2_resnet152-2
mps-uncap,0.8,27.910232543945312,10.978460311889648,24.472713470458984
mps-uncap,0.9,27.918100357055664,10.954618453979492,24.855375289916992
mps-uncap,1.0,28.17249298095703,13.76962661743164,24.34515953063965
mps-uncap,0.5,27.45199203491211,11.25645637512207,24.423599243164062
mps-uncap,0.6,30.90190887451172,10.73908805847168,23.921489715576172
mps-uncap,0.7,27.761459350585938,11.069059371948242,25.071144104003906
mps-uncap,0.1,42.39773750305176,11.962890625,30.878305435180664
mps-uncap,0.2,31.944990158081055,11.620283126831055,27.47821807861328
mps-uncap,0.3,33.62107276916504,10.955333709716797,25.12502670288086
mps-uncap,0.4,27.860641479492188,11.7645263671875,26.144027709960938
