mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,25.16307830810547,39.421796798706055,18.98150444030763
mps-uncap,0.9,49.973607063293464,78.33907604217531,55.032062530517585
mps-uncap,1.0,468.7175750732422,498.20299148559565,234.5438003540039
mps-uncap,0.5,5.594778060913093,11.99064254760744,4.252433776855469
mps-uncap,0.6,7.494735717773439,15.504264831542972,7.302284240722655
mps-uncap,0.7,11.621618270874025,22.3294734954834,10.755062103271484
mps-uncap,0.1,0.07069110870361328,0.07152557373046875,0.06747245788574219
mps-uncap,0.2,0.07259845733642578,2.718210220336914,0.06983280181884766
mps-uncap,0.3,1.3742446899414062,6.965017318725588,0.07376670837402335
mps-uncap,0.4,3.609538078308114,9.443283081054688,1.6981601715087862
