mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,40.012764930725105,51.492929458618164,30.166053771972656
mps-uncap,0.9,66.5456533432007,90.96202850341798,66.64712429046634
mps-uncap,1.0,492.1659231185913,511.02662086486816,246.05345726013184
mps-uncap,0.5,16.734743118286136,23.03123474121096,12.750029563903809
mps-uncap,0.6,19.245719909667972,26.616334915161136,15.63296318054199
mps-uncap,0.7,24.437284469604496,33.83288383483887,20.16308307647705
mps-uncap,0.1,8.19540023803711,11.54947280883789,3.664207458496096
mps-uncap,0.2,11.995315551757812,12.763738632202148,8.512187004089355
mps-uncap,0.3,12.815594673156738,17.262077331542972,10.043144226074219
mps-uncap,0.4,14.32936191558838,19.915819168090824,11.408853530883789
