mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,25.972366333007812,13.537406921386719,16.194820404052734
mps-uncap,0.9,25.934934616088867,14.052391052246094,16.926288604736328
mps-uncap,1.0,26.688814163208008,13.900995254516602,16.77727699279785
mps-uncap,0.5,25.33864974975586,13.476848602294922,15.393495559692383
mps-uncap,0.6,24.999141693115234,13.303041458129883,15.741825103759766
mps-uncap,0.7,25.511741638183594,13.415336608886719,15.341997146606445
mps-uncap,0.1,13.471603393554688,12.285709381103516,12.989997863769531
mps-uncap,0.2,22.419214248657227,12.161493301391602,12.955665588378906
mps-uncap,0.3,20.57814598083496,12.497901916503906,12.94565200805664
mps-uncap,0.4,22.221088409423828,12.930154800415039,14.142990112304688
