mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,175.36473274230957,105.03101348876953,72.15261459350586
mps-uncap,0.9,163.3322238922119,171.68879508972168,169.7368621826172
mps-uncap,1.0,988.1143569946289,660.224437713623,451.8442153930664
mps-uncap,0.5,40.259361267089844,47.87635803222656,33.966064453125
mps-uncap,0.6,40.08603096008301,56.50734901428223,44.469594955444336
mps-uncap,0.7,58.57110023498535,69.59700584411621,55.85312843322754
mps-uncap,0.1,6.119012832641602,14.055728912353516,2.8531551361083984
mps-uncap,0.2,12.403249740600586,16.675472259521484,10.216474533081055
mps-uncap,0.3,20.387649536132812,38.89799118041992,12.109041213989258
mps-uncap,0.4,26.378154754638672,29.282093048095703,21.050453186035156
