mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,2.815723419189453,9.86337661743164,2.900838851928711
mps-uncap,0.9,2.86102294921875,9.889364242553711,2.9044151306152344
mps-uncap,1.0,2.8314590454101562,9.958267211914062,2.933502197265625
mps-uncap,0.5,2.8867721557617188,9.840965270996094,2.8786659240722656
mps-uncap,0.6,2.8586387634277344,9.885311126708984,2.885580062866211
mps-uncap,0.7,2.791881561279297,9.869098663330078,2.8734207153320312
mps-uncap,0.1,3.0193328857421875,9.865999221801758,2.886056900024414
mps-uncap,0.2,3.0951499938964844,9.842395782470703,2.8824806213378906
mps-uncap,0.3,2.8994083404541016,9.84501838684082,2.8815269470214844
mps-uncap,0.4,2.838611602783203,9.85264778137207,2.87628173828125
