mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,11.3297700881958,11.656403541564941,9.927511215209961
mps-uncap,0.9,14.342427253723145,12.326717376708984,11.757731437683105
mps-uncap,1.0,20.125389099121094,12.919187545776367,12.896299362182617
mps-uncap,0.5,7.761478424072266,10.315418243408203,3.1995773315429688
mps-uncap,0.6,7.525205612182617,10.645627975463867,3.557920455932617
mps-uncap,0.7,8.496522903442383,11.287927627563477,4.936456680297852
mps-uncap,0.1,7.6302289962768555,9.911060333251953,3.063678741455078
mps-uncap,0.2,7.552504539489746,9.92739200592041,3.069281578063965
mps-uncap,0.3,7.520794868469238,9.943008422851562,3.0655860900878906
mps-uncap,0.4,7.507562637329102,10.099291801452637,3.0846595764160156
