mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,0.05459785461425781,8.761286735534668,0.05125999450683594
mps-uncap,0.9,5.000591278076172,17.77660846710205,7.830142974853516
mps-uncap,1.0,76.49433612823486,90.28089046478271,49.03697967529297
mps-uncap,0.5,0.05435943603515625,0.04839897155761719,0.04649162292480469
mps-uncap,0.6,0.04982948303222656,0.05817413330078125,0.04649162292480469
mps-uncap,0.7,0.04935264587402344,3.145456314086914,0.04494190216064453
mps-uncap,0.1,0.0629425048828125,0.05817413330078125,0.057816505432128906
mps-uncap,0.2,0.06031990051269531,0.052928924560546875,0.05364418029785156
mps-uncap,0.3,0.055909156799316406,0.05364418029785156,0.050067901611328125
mps-uncap,0.4,0.054836273193359375,0.049114227294921875,0.04887580871582031
