mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,185.8203411102295,116.72186851501465,85.23130416870117
mps-uncap,0.9,184.492826461792,184.035062789917,183.3946704864502
mps-uncap,1.0,999.502420425415,673.0501651763916,466.2477970123291
mps-uncap,0.5,56.17880821228027,58.45785140991211,41.672468185424805
mps-uncap,0.6,54.58807945251465,67.3379898071289,56.772708892822266
mps-uncap,0.7,70.57023048400879,80.56807518005371,69.36955451965332
mps-uncap,0.1,13.496160507202148,23.918867111206055,13.013124465942383
mps-uncap,0.2,25.17080307006836,26.760101318359375,21.612882614135742
mps-uncap,0.3,30.161380767822266,50.38928985595703,24.219512939453125
mps-uncap,0.4,33.02717208862305,39.667367935180664,29.140472412109375
