mode,load,0_mobilenet_v3_large-8,1_vgg11-32,2_vgg16-4
mps-uncap,0.8,24.842064380645752,13.30798864364624,14.857902526855472
mps-uncap,0.9,25.3476881980896,13.577001094818113,15.397875308990477
mps-uncap,1.0,25.727856159210205,13.574016094207764,15.387463569641115
mps-uncap,0.5,21.74586296081541,12.515668869018556,13.137304782867433
mps-uncap,0.6,22.377233505249002,12.939844131469728,13.738903999328612
mps-uncap,0.7,23.95863533020019,13.045225143432617,14.032096862792969
mps-uncap,0.1,12.633287906646718,11.601924896240234,11.61168813705445
mps-uncap,0.2,13.582348823547367,11.849522590637205,11.76685094833374
mps-uncap,0.3,15.812766551971432,11.979141235351562,12.030045986175537
mps-uncap,0.4,19.231543540954604,12.244856357574463,12.33202934265137
