mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,67.92209625244134,51.95491313934328,62.633171081542955
mps-uncap,0.9,320.1250863075253,73.25985431671144,295.73377370834345
mps-uncap,1.0,689.6490979194642,221.10903501510623,964.3774700164796
mps-uncap,0.5,40.06189823150637,22.463738918304443,32.50546455383303
mps-uncap,0.6,48.45871210098267,25.98987579345703,38.24844360351556
mps-uncap,0.7,49.07897949218751,34.305515289306626,54.63358879089358
mps-uncap,0.1,38.6038088798523,13.466358184814457,24.04368400573731
mps-uncap,0.2,41.5748906135559,17.316913604736317,25.93484163284301
mps-uncap,0.3,41.79489135742193,18.810162544250453,29.058337211608887
mps-uncap,0.4,41.193437576293974,22.79415130615237,35.77152729034424
