mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,27.940654754638665,21.44479751586914,25.947856903076186
mps-uncap,0.9,67.1478033065796,37.63744831085205,72.14045524597168
mps-uncap,1.0,435.49964427948,156.70690536499026,656.5678119659424
mps-uncap,0.5,13.25464248657227,7.2280168533325195,10.10894775390625
mps-uncap,0.6,15.038561820983887,8.789110183715824,12.40086555480957
mps-uncap,0.7,17.774248123168945,12.758684158325195,19.747543334960945
mps-uncap,0.1,0.4063367843628029,0.0743865966796875,0.07538795471191408
mps-uncap,0.2,8.998632431030282,4.18100357055664,5.175852775573752
mps-uncap,0.3,11.380791664123537,5.408000946044919,8.304476737976074
mps-uncap,0.4,11.376142501831055,7.1659088134765625,10.267186164855964
