mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,91.54653549194336,88.27471733093262,90.18230438232422
mps-uncap,0.9,380.4185390472412,104.12859916687012,367.7549362182617
mps-uncap,1.0,746.9995021820068,274.55592155456543,1087.4710083007812
mps-uncap,0.5,52.631378173828125,38.31958770751953,51.44476890563965
mps-uncap,0.6,69.3044662475586,41.284799575805664,57.0828914642334
mps-uncap,0.7,65.3839111328125,47.43337631225586,78.31311225891113
mps-uncap,0.1,45.04990577697754,17.235755920410156,28.60283851623535
mps-uncap,0.2,55.19509315490723,24.65987205505371,33.638954162597656
mps-uncap,0.3,51.033973693847656,32.07516670227051,43.497323989868164
mps-uncap,0.4,56.566476821899414,34.22880172729492,47.77646064758301
