mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,19.400062561035156,7.835114002227783,14.345111846923825
mps-uncap,0.9,20.26394128799438,7.659876346588136,15.447700023651121
mps-uncap,1.0,20.349409580230713,7.7664923667907715,15.623154640197754
mps-uncap,0.5,19.89786624908448,7.992684841156006,14.472198486328129
mps-uncap,0.6,18.165326118469242,7.679991722106934,14.402508735656737
mps-uncap,0.7,17.593908309936527,7.757873535156249,14.577264785766603
mps-uncap,0.1,24.027185440063477,8.381319046020508,13.871798515319824
mps-uncap,0.2,24.380247592926025,8.13458204269409,13.922154903411865
mps-uncap,0.3,23.888113498687748,8.266987800598143,14.475464820861816
mps-uncap,0.4,22.25198745727541,8.15708637237549,14.396324157714846
