mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,13.34238052368164,6.359100341796875,11.171579360961914
mps-uncap,0.9,15.968084335327148,6.397604942321777,12.889504432678223
mps-uncap,1.0,18.0051326751709,6.722927093505859,14.21213150024414
mps-uncap,0.5,13.311624526977539,6.353139877319336,10.05244255065918
mps-uncap,0.6,12.341737747192383,6.075620651245117,10.023832321166992
mps-uncap,0.7,12.19034194946289,6.150722503662109,10.361552238464355
mps-uncap,0.1,20.772933959960938,7.2841644287109375,12.208938598632812
mps-uncap,0.2,16.545772552490234,7.054448127746582,11.97803020477295
mps-uncap,0.3,15.631318092346191,6.962299346923828,12.002825736999512
mps-uncap,0.4,14.320850372314453,6.781816482543945,11.347770690917969
