mode,load,0_efficientnet_b5-2,1_mobilenet_v3_large-32,2_resnet101-8
mps-uncap,0.8,8.545398712158203,4.82630729675293,6.258249282836914
mps-uncap,0.9,8.588314056396484,4.805326461791992,6.267547607421875
mps-uncap,1.0,8.56781005859375,4.837989807128906,6.284475326538086
mps-uncap,0.5,8.283138275146484,4.826545715332031,6.283760070800781
mps-uncap,0.6,8.716583251953125,4.802942276000977,6.226301193237305
mps-uncap,0.7,8.536577224731445,4.828214645385742,6.265163421630859
mps-uncap,0.1,8.445501327514648,4.836320877075195,6.283283233642578
mps-uncap,0.2,8.625030517578125,4.827260971069336,6.231784820556641
mps-uncap,0.3,8.50057601928711,4.8122406005859375,6.229639053344727
mps-uncap,0.4,8.619308471679688,4.809379577636719,6.26683235168457
