mode,load,0_resnet152-16,1_densenet201-16,2_squeezenet1_0-8
mps-uncap,1.0,488.9679170280588,394.49744136896004,1543.5466064067452
mig,1.0,516.9109823689308,343.5979986952408,1484.4435563843
