mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,284.06262397766113,141.16549491882324,121.50907516479492
mps-uncap,0.9,607.0828437805176,253.39770317077637,340.06810188293457
mps-uncap,1.0,1587.3477458953857,271.1946964263916,574.8515129089355
mps-uncap,0.5,143.6479091644287,42.23442077636719,44.17586326599121
mps-uncap,0.6,173.32744598388672,57.62600898742676,69.17929649353027
mps-uncap,0.7,166.4423942565918,120.93687057495117,89.52736854553223
mps-uncap,0.1,26.185989379882812,13.33165168762207,14.875650405883789
mps-uncap,0.2,43.88570785522461,27.174711227416992,21.92211151123047
mps-uncap,0.3,65.63210487365723,32.5322151184082,25.858163833618164
mps-uncap,0.4,123.64411354064941,34.22951698303223,33.96439552307129
