mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,37.26919174194336,21.209895610809326,18.33357334136963
mps-uncap,0.9,36.23503923416138,22.10932493209839,19.706695079803467
mps-uncap,1.0,38.358907699584954,20.889973640441895,19.663896560668945
mps-uncap,0.5,36.337032318115234,19.77548599243164,18.32189559936523
mps-uncap,0.6,36.669039726257324,19.9800443649292,18.67725372314453
mps-uncap,0.7,35.67937612533569,21.547794342041016,19.13714170455933
mps-uncap,0.1,31.23249053955078,18.59422206878662,16.312975883483887
mps-uncap,0.2,33.56309413909912,19.19753551483153,16.63950204849243
mps-uncap,0.3,33.84860992431641,20.00446081161499,18.04661750793457
mps-uncap,0.4,34.27122354507446,20.512251853942875,18.233757019042965
