mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,151.43392086029053,62.09290027618408,41.35215282440186
mps-uncap,0.9,292.9767847061157,139.89527225494385,96.21376991271975
mps-uncap,1.0,1168.140172958374,151.8148899078369,251.0514259338379
mps-uncap,0.5,64.0955924987793,23.972845077514652,22.472143173217773
mps-uncap,0.6,85.0067138671875,29.62450981140137,26.63621902465821
mps-uncap,0.7,99.33648109436035,42.04225540161133,32.17799663543701
mps-uncap,0.1,30.913090705871586,13.992476463317873,13.988614082336428
mps-uncap,0.2,38.350105285644545,17.299914360046387,16.803312301635746
mps-uncap,0.3,50.48089027404785,20.585989952087406,19.452214241027832
mps-uncap,0.4,57.708549499511754,22.20530509948731,20.94779014587403
