mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,33.58590602874756,15.9989595413208,11.984467506408691
mps-uncap,0.9,34.841299057006836,17.42398738861084,14.180779457092285
mps-uncap,1.0,37.077903747558594,16.506433486938477,14.417648315429688
mps-uncap,0.5,29.93917465209961,11.763334274291992,11.236190795898438
mps-uncap,0.6,30.771732330322266,11.629343032836914,10.236740112304688
mps-uncap,0.7,31.84521198272705,14.005422592163086,10.754704475402832
mps-uncap,0.1,26.9467830657959,12.194156646728516,12.136459350585938
mps-uncap,0.2,27.139663696289062,12.137174606323242,11.714577674865723
mps-uncap,0.3,28.10049057006836,11.851191520690918,11.474847793579102
mps-uncap,0.4,28.623223304748535,11.47603988647461,11.709213256835938
