mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,320.25933265686035,159.80243682861328,132.92241096496582
mps-uncap,0.9,642.8248882293701,269.99568939208984,357.3882579803467
mps-uncap,1.0,1624.5901584625244,291.85938835144043,587.5000953674316
mps-uncap,0.5,179.22472953796387,58.26258659362793,61.57231330871582
mps-uncap,0.6,202.89063453674316,74.82647895812988,83.35638046264648
mps-uncap,0.7,196.00510597229004,127.54511833190918,106.91547393798828
mps-uncap,0.1,53.476572036743164,26.289701461791992,26.465892791748047
mps-uncap,0.2,72.7846622467041,38.48552703857422,32.15670585632324
mps-uncap,0.3,94.10309791564941,40.51017761230469,40.122032165527344
mps-uncap,0.4,155.37786483764648,46.75650596618652,48.1412410736084
