mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,118.05799007415771,44.90864276885986,28.57029438018799
mps-uncap,0.9,257.8121900558471,122.82142639160156,83.24246406555177
mps-uncap,1.0,1131.230974197388,135.09056568145752,235.14981269836426
mps-uncap,0.5,33.293008804321296,11.14654541015625,10.543346405029297
mps-uncap,0.6,52.72388458251953,15.175914764404308,13.852691650390627
mps-uncap,0.7,66.49055480957034,27.411222457885742,19.71292495727539
mps-uncap,0.1,0.07414817810058594,0.07455348968505861,0.11651515960693992
mps-uncap,0.2,10.771179199218754,0.0746011734008789,4.831743240356447
mps-uncap,0.3,21.29478454589844,7.485747337341314,7.7495574951171875
mps-uncap,0.4,27.949404716491713,9.967470169067385,8.923244476318366
