mode,load,0_efficientnet_b7-16,1_inception_v3-16,2_resnet101-2
mps-uncap,0.8,280.188219547272,121.08749151229858,80.10913610458373
mps-uncap,0.9,477.99450874328556,229.4735145568847,286.0152387619017
mps-uncap,1.0,1531.7777633666988,242.16556787490845,506.57534599304245
mps-uncap,0.5,113.83287906646737,41.36006832122802,35.78872680664059
mps-uncap,0.6,161.78357601165757,55.731110572814906,54.837856292724645
mps-uncap,0.7,159.6080112457275,90.11650085449219,66.53155565261844
mps-uncap,0.1,48.938188552856516,20.781557559967062,23.557465076446537
mps-uncap,0.2,53.821148872375495,25.09323835372924,27.85874128341677
mps-uncap,0.3,77.09886550903329,31.912519931793213,29.6250581741333
mps-uncap,0.4,97.46576547622658,36.56582832336426,34.3576717376709
