mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2
mig,0.1,89.38201934943356,87.00361846510224
mig,0.2,177.0288720252431,172.62215437104624
mig,0.3,257.2301937933971,263.2260645976733
mig,0.4,344.173692279229,344.9080620778207
mig,0.5,430.363249767955,436.0446994661182
mig,0.6,510.6871924045074,516.8877626396004
mig,0.7,606.4752923177809,613.2503760390856
mig,0.8,695.6530984837613,681.0942062129124
mig,0.9,769.5069897436473,777.3698156870043
mig,1.0,862.1787988400122,867.1722391306067
