mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,74.25618171691895,31.174898147583008,67.71636009216309
mps-uncap,0.9,70.18733024597168,72.93939590454102,97.26095199584961
mps-uncap,1.0,174.40414428710938,150.15316009521484,270.1280117034912
mps-uncap,0.5,23.436307907104492,18.702030181884766,31.175851821899414
mps-uncap,0.6,25.697708129882812,17.78101921081543,33.49804878234863
mps-uncap,0.7,21.506309509277344,23.941993713378906,44.23785209655762
mps-uncap,0.1,17.728805541992188,17.65131950378418,10.74528694152832
mps-uncap,0.2,22.910118103027344,21.634578704833984,27.849674224853516
mps-uncap,0.3,31.164884567260742,24.62601661682129,38.97857666015625
mps-uncap,0.4,23.006677627563477,23.273229598999023,25.135040283203125
