mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,3.3698558807373047,2.9551029205322266,4.856109619140625
mps-uncap,0.9,3.3979415893554688,2.9942989349365234,4.899740219116211
mps-uncap,1.0,3.3964633941650395,2.9709339141845703,4.943370819091797
mps-uncap,0.5,4.670143127441406,3.9665699005126953,6.069064140319825
mps-uncap,0.6,3.4837722778320312,2.9721736907958984,5.019426345825195
mps-uncap,0.7,3.376483917236328,2.9314756393432617,4.8370361328125
mps-uncap,0.1,7.596492767333984,6.503963470458984,7.141351699829102
mps-uncap,0.2,7.325029373168945,6.289005279541016,7.319211959838867
mps-uncap,0.3,7.1211814880371085,6.15839958190918,7.285356521606445
mps-uncap,0.4,5.352926254272462,4.414129257202149,6.940364837646484
