mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,3.000974655151367,2.5637149810791016,4.60362434387207
mps-uncap,0.9,3.091573715209961,2.6388168334960938,4.704833030700684
mps-uncap,1.0,3.1752586364746094,2.6677846908569336,4.770040512084961
mps-uncap,0.5,3.0035972595214844,2.553701400756836,4.560708999633789
mps-uncap,0.6,2.9535293579101562,2.4726390838623047,4.584312438964844
mps-uncap,0.7,2.9687881469726562,2.4788379669189453,4.524469375610352
mps-uncap,0.1,6.938695907592773,5.930185317993164,6.524324417114258
mps-uncap,0.2,6.674528121948242,5.7163238525390625,6.676673889160156
mps-uncap,0.3,4.569888114929199,3.9266347885131836,6.635904312133789
mps-uncap,0.4,4.378080368041992,3.809690475463867,5.496501922607422
