mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,32.581839561462395,24.708604812622067,39.02428150177
mps-uncap,0.9,54.19127941131592,60.229587554931605,71.68066024780276
mps-uncap,1.0,145.5839729309082,135.0920367240906,251.81162357330322
mps-uncap,0.5,15.731186866760245,15.071351528167721,19.828648567199707
mps-uncap,0.6,15.319681167602544,14.179582595825163,21.322364807128924
mps-uncap,0.7,18.470506668090817,16.85577630996704,31.39860630035402
mps-uncap,0.1,17.34108924865723,13.430120944976844,13.573455810546879
mps-uncap,0.2,20.753538608551025,17.94198989868164,18.337182998657187
mps-uncap,0.3,21.31447315216064,18.01975011825559,21.842041015624982
mps-uncap,0.4,17.80121803283691,15.245656967163075,19.915800094604485
