mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,6.012201309204102,5.227327346801758,8.579254150390625
mps-uncap,0.9,10.788202285766602,10.418176651000977,14.124274253845215
mps-uncap,1.0,30.92360496520996,28.16307544708252,90.1479721069336
mps-uncap,0.5,4.530549049377441,3.920912742614746,6.016969680786133
mps-uncap,0.6,4.164457321166992,3.612041473388672,5.70368766784668
mps-uncap,0.7,4.913091659545898,4.072785377502441,6.995558738708496
mps-uncap,0.1,7.16400146484375,6.1255693435668945,6.664514541625977
mps-uncap,0.2,7.129311561584473,6.151914596557617,6.9732666015625
mps-uncap,0.3,6.394028663635254,5.583286285400391,7.260322570800781
mps-uncap,0.4,5.269765853881836,4.430651664733887,6.49261474609375
