mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,3.583822250366209,3.134646415710449,5.01678466796875
mps-uncap,0.9,3.5095930099487314,3.137660026550293,5.038976669311523
mps-uncap,1.0,3.494110107421875,3.092527389526367,5.078763961791992
mps-uncap,0.5,5.83838939666748,4.97617483139038,6.545722484588623
mps-uncap,0.6,4.731035232543945,4.030933380126951,6.116676330566408
mps-uncap,0.7,4.326896667480467,3.559887409210205,5.0434136390686035
mps-uncap,0.1,8.099699020385742,6.92831039428711,7.50114917755127
mps-uncap,0.2,7.844944000244141,6.729278564453125,7.685575485229492
mps-uncap,0.3,7.6961517333984375,6.6254401206970215,7.67298698425293
mps-uncap,0.4,6.841206550598142,6.054272651672363,7.3648643493652335
