mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,11.951255798339847,10.68534851074219,16.517591476440433
mps-uncap,0.9,26.435375213623047,29.014110565185547,35.404157638549805
mps-uncap,1.0,89.16449546813966,90.22474288940433,199.13811683654782
mps-uncap,0.5,5.406904220581061,4.9885034561157235,7.041716575622561
mps-uncap,0.6,5.510091781616211,5.060768127441407,7.822847366333006
mps-uncap,0.7,7.791423797607423,6.907105445861816,11.6729736328125
mps-uncap,0.1,4.260063171386719,3.5535812377929696,2.101421356201172
mps-uncap,0.2,6.818890571594238,5.691003799438477,4.956293106079102
mps-uncap,0.3,7.664036750793457,6.1489105224609375,7.087993621826173
mps-uncap,0.4,6.654739379882814,5.565643310546876,6.770753860473628
