mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_resnet50-8
mps-uncap,0.8,15.00968933105469,13.28721046447754,21.145343780517596
mps-uncap,0.9,29.530763626098633,31.70299530029297,40.0949239730835
mps-uncap,1.0,92.33908653259277,92.80431270599365,203.9258003234863
mps-uncap,0.5,8.98549556732178,7.9803466796875,11.931800842285158
mps-uncap,0.6,8.491039276123047,7.602071762084961,12.328720092773436
mps-uncap,0.7,10.855627059936523,9.427309036254883,16.156816482543945
mps-uncap,0.1,10.842561721801758,9.210395812988283,8.327960968017578
mps-uncap,0.2,13.228225708007814,11.335086822509764,11.41057014465332
mps-uncap,0.3,12.929654121398924,10.785150527954105,13.686513900756836
mps-uncap,0.4,10.887861251831055,9.192323684692383,12.452793121337887
