mode,load,0_mobilenet_v2-32,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,1.0,9.571480751037598,31.492090225219727,38.431644439697266
mig,1.0,12.493276596069336,19.38033103942871,26.730871200561523
