mode,load,0_mobilenet_v2-32,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,1.0,7.270574569702148,25.936365127563477,22.731304168701172
mig,1.0,11.460304260253906,18.796205520629883,26.26204490661621
