mode,load,0_mobilenet_v2-32,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,1.0,8.42595100402832,29.018878936767578,36.35215759277344
mig,1.0,11.916637420654297,19.074440002441406,26.48186683654785
