mode,load,0_densenet201-16,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,84.84466075897218,45.28126716613768,8.594393730163574
mps-uncap,0.9,154.49442863464355,104.71880435943604,14.73081111907959
mps-uncap,1.0,821.5664863586426,3134.7329139709473,25.89082717895508
mps-uncap,0.5,42.15493202209471,20.800304412841797,5.517244338989258
mps-uncap,0.6,47.827911376953125,23.64511489868164,5.779695510864257
mps-uncap,0.7,57.883262634277344,29.600715637207045,5.687952041625977
mps-uncap,0.1,30.38620948791504,12.758684158325195,2.937412261962891
mps-uncap,0.2,29.52206134796143,16.61860942840576,3.3115863800048833
mps-uncap,0.3,33.96117687225342,19.800949096679688,4.308223724365234
mps-uncap,0.4,33.797359466552734,20.007848739624023,4.848623275756837
