mode,load,0_densenet121-8,1_vgg11-16,2_vgg19-4
mps-uncap,0.8,132.55492889971896,1573.7284413974307,264.1736874916791
mps-uncap,0.9,160.61211250404517,1783.4873291557951,298.65290110529185
mps-uncap,1.0,176.1124976114688,2000.3765574768338,331.79401302631044
mps-uncap,0.5,86.41095761510101,1014.4443710335564,163.8114074116447
mps-uncap,0.6,104.17454292191863,1211.9098622437962,197.43665504996542
mps-uncap,0.7,119.41619340913081,1402.2346982108477,232.80170815512253
mps-uncap,0.1,17.068494266428424,200.82761495550145,30.0503810263402
mps-uncap,0.2,36.31878680866358,387.2198800735663,63.45723093096045
mps-uncap,0.3,51.69419835292159,594.8548216905193,99.33783365387555
mps-uncap,0.4,69.30822990581596,792.5181323659243,126.33484101416452
