mode,load,0_densenet121-8,1_vgg11-16,2_vgg19-4
mps-uncap,0.8,82.12490081787124,45.01912117004394,44.39689874649047
mps-uncap,0.9,162.10235834121707,89.83861446380607,84.7495317459103
mps-uncap,1.0,850.8105564117433,633.9788818359372,543.1547093391417
mps-uncap,0.5,36.776137351989725,18.678810596466043,12.150859832763674
mps-uncap,0.6,36.48632764816275,20.88873863220211,19.285860061645547
mps-uncap,0.7,59.07515287399278,27.09286928176875,26.273796558380134
mps-uncap,0.1,4.371156692504883,5.0759744644165075,1.6053080558776942
mps-uncap,0.2,18.09436321258532,6.113252639770531,3.6991596221923926
mps-uncap,0.3,16.427183151245103,9.307289123535162,7.3223400115966895
mps-uncap,0.4,15.11716365814209,11.095685958862305,7.529881000518804
