mode,load,0_densenet121-8,1_vgg11-16,2_vgg19-4
mps-uncap,0.8,30.745601654052738,22.392320632934588,18.32466125488281
mps-uncap,0.9,82.51049518585215,47.754669189453104,39.99352455139157
mps-uncap,1.0,588.1030559539797,466.64466857910156,307.42087364196783
mps-uncap,0.5,9.497499465942385,6.458139419555665,3.569364547729492
mps-uncap,0.6,12.400197982788097,9.377956390380863,6.673145294189453
mps-uncap,0.7,16.891884803771983,12.230420112609867,9.44206714630127
mps-uncap,0.1,0.06873607635498047,0.07288455963134767,0.0692605972290039
mps-uncap,0.2,0.07338523864746094,1.7169475555419944,0.06771087646484375
mps-uncap,0.3,2.2918701171875013,3.860950469970703,0.26519298553467163
mps-uncap,0.4,2.8718948364257946,4.639816284179688,2.2140979766845708
