mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-16,3_resnet50-32
mps-uncap,1.0,23.630857467651367,27.568817138671875,28.982162475585938,33.54668617248535
