mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-16,3_resnet50-32
mps-uncap,1.0,0.003814697265625,0.008106231689453125,0.0073909759521484375,0.000476837158203125
